Protein_IDs,Gene_names,Protein_names,3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
O15111,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,6072700,4645300,4893900,0,0,3302800
O15116,LSM1,U6 snRNA-associated Sm-like protein LSm1,9363000,8208600,6924700,9817600,12498000,6936800
O15118,NPC1,Niemann-Pick C1 protein,47980000,46422000,53691000,37131000,41380000,36159000
O15121,DEGS1,Sphingolipid delta(4)-desaturase DES1,15437000,15128000,15442000,17991000,15914000,12268000
O15126,SCAMP1,Secretory carrier-associated membrane protein 1,38962000,37539000,44044000,35300000,31100000,32534000
O15131,KPNA5,Importin subunit alpha-6,0,0,0,0,2112600,0
O15143,ARPC1B,Actin-related protein 2/3 complex subunit 1B,39103000,33544000,38592000,31101000,26188000,29759000
O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,194360000,182870000,178340000,151880000,144740000,134120000
O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,154070000,131460000,132920000,103950000,97249000,111510000
O15155,BET1,BET1 homolog,23123000,23572000,30191000,12498000,18410000,18427000
O15160,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,11628000,13044000,10248000,17369000,17035000,19667000
O15164,TRIM24,Transcription intermediary factor 1-alpha,8039500,8623800,9270800,24154000,24826000,21666000
O15173,PGRMC2,Membrane-associated progesterone receptor component 2,31638000,31134000,27223000,23888000,18156000,19941000
O15212,PFDN6,Prefoldin subunit 6,87187000,88356000,71802000,111730000,143100000,110640000
O15213,WDR46,WD repeat-containing protein 46,8059400,7884700,5609900,19696000,20005000,16728000
O15217,GSTA4,Glutathione S-transferase A4,27535000,23308000,24277000,27550000,23494000,24220000
O15226,NKRF,NF-kappa-B-repressing factor,6811400,8141600,10334000,16442000,14968000,17952000
O15228,GNPAT,Dihydroxyacetone phosphate acyltransferase,24374000,25790000,24685000,25353000,25864000,22764000
O15230,LAMA5,Laminin subunit alpha-5,16359000,16262000,14014000,23046000,13264000,17220000
O15231,ZNF185,Zinc finger protein 185,72770000,78180000,72243000,27046000,23472000,27607000
O15234,CASC3,Protein CASC3,2113100,2038800,1159700,1713800,2044900,1220600
O15240,VGF,Neurosecretory protein VGF;Neuroendocrine regulatory peptide-1;Neuroendocrine regulatory peptide-2;Antimicrobial peptide VGF[554-577],681320000,354060000,607590000,1139900000,853460000,1117200000
O15254,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3,16930000,16725000,15754000,8467200,10070000,11790000
O15258,RER1,Protein RER1,26132000,25319000,32431000,15091000,17580000,9563900
O15260,SURF4,Surfeit locus protein 4,15354000,11088000,8177100,7596000,6268000,0
O15269,SPTLC1,Serine palmitoyltransferase 1,15673000,20414000,15127000,28590000,26101000,28221000
O15270,SPTLC2,Serine palmitoyltransferase 2,7961300,9046400,5695500,17078000,17578000,17006000
O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,29702000,29542000,31773000,57196000,52238000,53616000
O15305,PMM2,Phosphomannomutase 2,12520000,12550000,10941000,29324000,28891000,24109000
O15344,MID1,E3 ubiquitin-protein ligase Midline-1,64380000,77126000,50389000,41920000,47392000,45671000
O15347,HMGB3,High mobility group protein B3,71201000,80260000,77456000,156340000,166050000,157350000
O15355,PPM1G,Protein phosphatase 1G,87040000,81434000,84660000,129440000,144260000,128380000
O15357,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",15962000,21053000,10847000,24832000,21710000,22566000
O15371,EIF3D,Eukaryotic translation initiation factor 3 subunit D,141120000,141900000,111650000,173870000,168800000,173150000
O15372,EIF3H,Eukaryotic translation initiation factor 3 subunit H,35877000,31538000,39687000,41649000,35910000,47325000
O15381,NVL,Nuclear valosin-containing protein-like,2759700,4194000,0,20431000,18295000,15046000
O15382,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",29436000,45720000,50356000,27772000,20641000,36121000
O15394,NCAM2,Neural cell adhesion molecule 2,14738000,15240000,13032000,2475800,2563900,0
O15397,IPO8,Importin-8,22034000,16404000,15822000,11990000,11820000,11959000
O15400,STX7,Syntaxin-7,99768000,83403000,117580000,53504000,54956000,57095000
O15439,ABCC4,Multidrug resistance-associated protein 4,1378100,1637100,1538800,1763700,3878700,1657600
O15440,ABCC5,Multidrug resistance-associated protein 5,0,0,0,0,0,344420
O15446,CD3EAP,DNA-directed RNA polymerase I subunit RPA34,3670400,2488700,3080100,6220300,7582700,5909600
O15455,TLR3,Toll-like receptor 3,0,0,2157800,0,0,0
O15460,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,0,0,0,2869400,3241200,3259700
O15484,CAPN5,Calpain-5,82572000,101660000,90825000,29429000,29902000,26439000
O15498,YKT6,Synaptobrevin homolog YKT6,5960700,2627400,3300300,2818300,1972300,0
O15504,NUPL2,Nucleoporin-like protein 2,0,0,0,0,0,2166500
O15511,ARPC5,Actin-related protein 2/3 complex subunit 5,81935000,84737000,82962000,56221000,62061000,53938000
O15514,POLR2D,DNA-directed RNA polymerase II subunit RPB4,0,0,0,0,0,2728700
O15523,DDX3Y,ATP-dependent RNA helicase DDX3Y,15364000,15821000,12902000,0,0,13293000
O15525;O60675,MAFG;MAFK,Transcription factor MafG;Transcription factor MafK,1981300,2207300,2862200,2289600,2084800,2527900
O15530;Q6A1A2,PDPK1;PDPK2P,3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2,10132000,14159000,11647000,12926000,15108000,14551000
O15533,TAPBP,Tapasin,0,3259200,0,0,0,0
O15540,FABP7,"Fatty acid-binding protein, brain",737760000,632740000,560700000,308150000,344450000,423060000
O15541;Q8IZP6,RNF113A,RING finger protein 113A,3194900,0,0,3333500,3057200,3440300
O43143,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,240480000,283090000,286170000,527480000,499110000,511080000
O43148,RNMT,mRNA cap guanine-N7 methyltransferase,42146000,50406000,45606000,69972000,68978000,64859000
O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,3154200,2873400,2649500,3806600,5094200,3920600
O43150,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",21096000,20548000,21289000,7108800,8898500,6469000
O43156,TTI1,TELO2-interacting protein 1 homolog,2555800,0,0,0,0,0
O43157;Q9ULL4,PLXNB1,Plexin-B1,22471000,17358000,22390000,7462300,9021200,8590100
O43159,RRP8,Ribosomal RNA-processing protein 8,10872000,10947000,9670400,18730000,24340000,16813000
O43164,PJA2,E3 ubiquitin-protein ligase Praja-2,6590400,3990800,2326000,2992200,3538600,5361800
O43166,SIPA1L1,Signal-induced proliferation-associated 1-like protein 1,10525000,28864000,30886000,0,673660,1136400
O43169,CYB5B,Cytochrome b5 type B,152000000,179880000,152610000,114050000,133380000,131660000
O43172,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,41902000,42328000,45716000,74568000,85123000,73885000
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,903640000,624860000,672550000,1367000000,1380700000,1437600000
O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",32363000,33234000,31704000,20167000,23005000,17711000
O43189,PHF1,PHD finger protein 1,3041200,4125400,3232100,4048700,3479600,3707100
O43237,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,291400000,319850000,260700000,202350000,224120000,182000000
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,240660000,230790000,236560000,227960000,260700000,275580000
O43251,RBFOX2,RNA binding protein fox-1 homolog 2,0,0,0,0,0,1159800
O43252;O95340,PAPSS1,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,46692000,48963000,42413000,71436000,73770000,71329000
O43264,ZW10,Centromere/kinetochore protein zw10 homolog,38329000,52245000,41522000,54220000,59273000,51515000
O43272,PRODH,"Proline dehydrogenase 1, mitochondrial",0,0,0,13194000,10041000,7523100
O43290,SART1,U4/U6.U5 tri-snRNP-associated protein 1,32916000,35582000,38289000,46074000,46289000,48783000
O43293,DAPK3,Death-associated protein kinase 3,0,0,0,0,3652800,0
O43295,SRGAP3,SLIT-ROBO Rho GTPase-activating protein 3,65414000,57018000,48974000,89978000,90377000,82347000
O43299,AP5Z1,AP-5 complex subunit zeta-1,0,2631300,1539100,1997800,1977500,3037700
O43301,HSPA12A,Heat shock 70 kDa protein 12A,33193000,36750000,32312000,57862000,53800000,42051000
O43303,CCP110,Centriolar coiled-coil protein of 110 kDa,0,0,3265100,4675800,3917200,4313300
O43310,CTIF,CBP80/20-dependent translation initiation factor,4281800,0,0,0,0,0
O43313,ATMIN,ATM interactor,0,0,0,698590,0,0
O43314;Q6PFW1,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,7182900,5295800,7009300,24239000,26212000,21629000
O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,4627500,7138900,4803200,5530100,6219800,4028700
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,59872000,76750000,64921000,74812000,74203000,71611000
O43325,LYRM1,LYR motif-containing protein 1,1812600,1956400,2048700,1408900,859000,0
O43347,MSI1,RNA-binding protein Musashi homolog 1,186880000,170000000,157070000,148270000,189840000,181020000
O43374;C9J798,RASA4;RASA4B,Ras GTPase-activating protein 4;Putative Ras GTPase-activating protein 4B,6244000,6608200,8573300,5395300,6241300,3252400
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,977920000,987330000,1130600000,1230500000,1421600000,1501500000
O43395,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,42203000,39498000,37328000,61232000,50781000,56179000
O43396,TXNL1,Thioredoxin-like protein 1,173550000,158180000,163850000,165310000,190340000,183110000
O43399,TPD52L2,Tumor protein D54,100310000,92743000,91415000,63098000,67440000,70516000
O43402,EMC8,ER membrane protein complex subunit 8,5760300,11657000,0,9209300,10358000,11055000
O43414,ERI3,ERI1 exoribonuclease 3,25437000,35996000,23773000,24710000,27105000,25437000
O43426,SYNJ1,Synaptojanin-1,23754000,21575000,18654000,16924000,18170000,15424000
O43427,FIBP,Acidic fibroblast growth factor intracellular-binding protein,3464100,0,0,4055900,4237000,4086300
O43432;O43439,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,35476000,35428000,33944000,30367000,33247000,26533000
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,26275000,32470000,33152000,60427000,49591000,52857000
O43464;P83110,HTRA2,"Serine protease HTRA2, mitochondrial",15780000,16717000,16048000,18757000,18043000,14717000
O43474,KLF4,Krueppel-like factor 4,0,0,0,4662800,8497300,4719100
O43488;Q8NHP1;O95154,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,145500000,137960000,130120000,117520000,107700000,97783000
O43490,PROM1,Prominin-1,0,0,0,0,1691300,0
O43491,EPB41L2,Band 4.1-like protein 2,124860000,104340000,129400000,92315000,94740000,81389000
O43504,LAMTOR5,Ragulator complex protein LAMTOR5,54982000,50833000,72351000,11003000,17017000,20343000
O43505,B4GAT1,"Beta-1,4-glucuronyltransferase 1",5925800,5743200,8049400,0,0,0
O43513,MED7,Mediator of RNA polymerase II transcription subunit 7,0,0,0,0,7393700,0
O43516,WIPF1,WAS/WASL-interacting protein family member 1,929630,0,0,0,0,0
O43567,RNF13,E3 ubiquitin-protein ligase RNF13,3177800,10622000,5291200,0,5484800,0
O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial",2237100,2328700,0,0,2098300,0
O43583,DENR,Density-regulated protein,36147000,31091000,33097000,30496000,30786000,30955000
O43592,XPOT,Exportin-T,35265000,30628000,19362000,36645000,42865000,33807000
O43598,DNPH1,2-deoxynucleoside 5-phosphate N-hydrolase 1,0,0,0,0,0,810550
O43602,DCX,Neuronal migration protein doublecortin,220310000,199470000,175260000,624180000,736490000,696950000
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,116540000,117220000,124940000,140410000,131350000,144210000
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,4183600,3748300,4404900,3929600,0,0
O43633,CHMP2A,Charged multivesicular body protein 2a,12114000,5100800,7461400,7721700,7527800,6000400
O43639,NCK2,Cytoplasmic protein NCK2,4277300,3472100,3510400,4865800,6056000,4986600
O43657,TSPAN6,Tetraspanin-6,5266900,7746500,6381100,5158700,4727800,5682200
O43660,PLRG1,Pleiotropic regulator 1,9870500,6677500,10387000,7582700,7682800,9425900
O43663,PRC1,Protein regulator of cytokinesis 1,0,0,0,1839200,0,0
O43665,RGS10,Regulator of G-protein signaling 10,0,0,0,3546800,0,2977800
O43670,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,23995000,24507000,26250000,27392000,29997000,34675000
O43674,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",11520000,11262000,16283000,10106000,10330000,9780400
O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,35294000,26924000,53522000,31592000,27066000,33142000
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,36096000,42887000,38534000,24818000,20914000,25078000
O43681,ASNA1,ATPase ASNA1,147110000,147040000,132010000,155580000,124150000,116210000
O43684,BUB3,Mitotic checkpoint protein BUB3,95440000,101040000,102800000,138990000,136590000,154600000
O43707;Q08043,ACTN4,Alpha-actinin-4,2087300000,2294200000,2057100000,922420000,961640000,855920000
O43708,GSTZ1,Maleylacetoacetate isomerase,25823000,29045000,18613000,27765000,29621000,18506000
O43709,WBSCR22,Probable 18S rRNA (guanine-N(7))-methyltransferase,0,0,0,0,0,2556000
O43715,TRIAP1,TP53-regulated inhibitor of apoptosis 1,0,0,0,3882500,0,0
O43716,GATC,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",2028900,0,2422400,0,0,0
O43719,HTATSF1,HIV Tat-specific factor 1,22497000,20469000,18054000,25949000,32420000,31988000
O43741,PRKAB2,5-AMP-activated protein kinase subunit beta-2,0,0,0,0,559660,0
O43747,AP1G1,AP-1 complex subunit gamma-1,63712000,57355000,48244000,42186000,48448000,47714000
O43752,STX6,Syntaxin-6,0,2469600,0,2630200,3142200,2455100
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,154890000,143330000,140370000,201850000,222440000,228070000
O43768,ENSA,Alpha-endosulfine,6527300,6925700,9595900,8467600,9595600,10166000
O43772,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,22446000,18864000,29365000,18972000,13145000,15795000
O43776,NARS,"Asparagine--tRNA ligase, cytoplasmic",431540000,408050000,369660000,388560000,405100000,390460000
O43795;Q9UBC5,MYO1B,Unconventional myosin-Ib,37029000,34396000,33168000,180620000,190730000,177160000
O43805,SSNA1,Sjoegren syndrome nuclear autoantigen 1,0,0,0,0,0,3105100
O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,113170000,141620000,142170000,234460000,205020000,191300000
O43813,LANCL1,LanC-like protein 1,38835000,24938000,38883000,29913000,25672000,30773000
O43815,STRN,Striatin,30200000,32181000,29503000,30781000,28439000,27460000
O43818,RRP9,U3 small nucleolar RNA-interacting protein 2,2920800,0,4047300,4702700,5354000,5284900
O43823,AKAP8,A-kinase anchor protein 8,5346200,6400800,8541600,9142900,8024000,7828800
O43824,GTPBP6,Putative GTP-binding protein 6,4289300,4756000,4475700,4046600,5684900,5394500
O43837,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",62761000,59590000,74619000,45303000,43937000,42587000
O43847,NRD1,Nardilysin,41209000,40970000,34030000,39803000,42373000,34687000
O43852,CALU,Calumenin,1613100000,1623100000,1396800000,780540000,982080000,881820000
O43854,EDIL3,EGF-like repeat and discoidin I-like domain-containing protein 3,19334000,24910000,17640000,11693000,13467000,10249000
O43865,AHCYL1,Putative adenosylhomocysteinase 2,164930000,124990000,119250000,78902000,82513000,84199000
O43896,KIF1C,Kinesin-like protein KIF1C,2851400,3485500,2284500,0,2552400,2024800
O43909,EXTL3,Exostosin-like 3,1194500,1071600,0,913380,0,4147900
O43913,ORC5,Origin recognition complex subunit 5,0,0,1956400,5782200,4255900,5452400
O43920,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,22627000,26521000,26352000,15700000,11398000,15106000
O43924,PDE6D,"Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta",0,0,0,0,0,4147200
O43933,PEX1,Peroxisome biogenesis factor 1,4829000,3905900,3579100,8353600,7019500,4917600
O60216;Q9H4I0,RAD21,Double-strand-break repair protein rad21 homolog,20544000,29599000,23558000,40718000,44596000,43337000
O60218,AKR1B10,Aldo-keto reductase family 1 member B10,9021400,10442000,7169200,0,0,0
O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,10574000,0,9117300,9031600,7713400,0
O60229,KALRN,Kalirin,4192800,4741400,2761600,6640000,7865300,6243500
O60231,DHX16,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,4006300,2939500,3734500,5970600,6673400,5812700
O60232,SSSCA1,Sjoegren syndrome/scleroderma autoantigen 1,12101000,11478000,7680900,14304000,19723000,10801000
O60237,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,2199600,0,2531900,0,0,0
O60238;Q12983,BNIP3L;BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like;BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,0,0,11068000,0,0,0
O60244,MED14,Mediator of RNA polymerase II transcription subunit 14,3081600,0,0,10098000,8673500,5467200
O60245,PCDH7,Protocadherin-7,0,0,1317000,0,0,0
O60256,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,57476000,55518000,49671000,141860000,130350000,105200000
O60262,GNG7,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,7946700,0,8637600,0,0,0
O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,119900000,129810000,132720000,262470000,243170000,286810000
O60268,KIAA0513,Uncharacterized protein KIAA0513,3851500,3368100,2873700,3472100,3962700,3712200
O60271,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,61655000,51283000,59562000,40115000,47751000,44347000
O60282,KIF5C,Kinesin heavy chain isoform 5C,515120000,475710000,433300000,620390000,720560000,620320000
O60287,URB1,Nucleolar pre-ribosomal-associated protein 1,2256500,2437300,2932400,5235900,6179900,5088600
O60291,MGRN1,E3 ubiquitin-protein ligase MGRN1,2401200,0,0,0,0,0
O60293,ZFC3H1,Zinc finger C3H1 domain-containing protein,0,0,0,0,929830,1811800
O60306,AQR,Intron-binding protein aquarius,3861000,3367500,4775700,11074000,11784000,10995000
O60313,OPA1,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",209880000,225920000,214290000,267850000,296120000,256830000
O60315,ZEB2,Zinc finger E-box-binding homeobox 2,0,5436900,4786900,10267000,8569800,9031500
O60318,MCM3AP,Germinal-center associated nuclear protein,2541900,3022100,0,5631300,5498600,5306000
O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,0,0,0,0,0,2933200
O60333,KIF1B,Kinesin-like protein KIF1B,3081600,4816900,2495800,2753300,4145700,4453900
O60337,MARCH6,E3 ubiquitin-protein ligase MARCH6,0,0,0,0,1847000,0
O60341,KDM1A,Lysine-specific histone demethylase 1A,30313000,31851000,38304000,78960000,74758000,91025000
O60343,TBC1D4,TBC1 domain family member 4,0,0,0,1448700,1363500,0
O60427,FADS1,Fatty acid desaturase 1,16904000,16886000,17193000,25867000,23295000,23205000
O60443,DFNA5,Non-syndromic hearing impairment protein 5,42496000,34451000,35885000,22312000,28739000,22899000
O60447,EVI5,Ecotropic viral integration site 5 protein homolog,1562500,0,1155800,0,0,0
O60449,LY75,Lymphocyte antigen 75,0,0,0,4299900,0,0
O60462,NRP2,Neuropilin-2,2948600,3852700,2594500,0,0,0
